0.194,0.483,0.547,0.196,0.479,0.415,0.127,0.663,0.56
0.261,1.76E-01,3.01E-01,0.221,0.502,0.16,0.277,0.233,0.347
0.019,3.88E-04,0.003,0.003,0.015,0,0.003,0.052,0.008,0.022,0.01
0.057,0.007,0.026,0.023,0.032,0.005,0.156,0.049,0.083,0.228,0.09,0.033,0.19,0.189
0.216,0.024,0.63,0.702,0.043,0.715,0.292,0.04,0.671
0.355,0.534,0.5,0.387,0.08,0.248,0.626
