KOLTA8A91-12, 0.151, 0.145, 0.01, 1.231, 0.212, 0.137, 0.811, 1.278, 0.408, 0.187, 0.759, 1.11
KOLTA8A92-12, 0.292, 0.451, 0.485, 0.783, 0.078, 0.172, 0.352, 0.992, 0.094, 0.363, 1.041, 0.604
KOLTA8A91-13, 0.139, 0.033, 0.003, 0.147, 0.19, 0.061, 0.464, 0.939, 0.203, 0.094, 0.327, 1.04
KOLTA8A92-13, 0.082, 0.099, 0.355, 0.893, 0.266, 0.561, 1.512

